short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,club_jersey_number,club_contract_valid_until_year,nationality_name,nation_jersey_number,preferred_foot,international_reputation,pace,shooting,dribbling,passing,physic,defending,PlayerID,ClubID,LeagueID,Professionalism,Ambition,Leadership,Loyalty,InjuryProneness
M. Mohamed,Mostafa Mohamed Ahmed Abdallaمصطفى محمد,ST,73,73,3300000,16000,27,31,2027,Egypt,,Right,1,70,74,67,58,78,37,2541,90,5,65,65,60,70,60
Patrick de Paula,Patrick de Paula Carreiro,"CDM, CM",71,76,2500000,8000,25,45,2029,Brazil,,Left,1,70,55,72,63,67,68,2542,214,12,70,60,55,65,45
Kaio Figueiras,Kaio Fabiano Figueiras Guerra,"LB, LM",69,69,1200000,11000,29,3,2028,Brazil,,Left,1,69,51,66,65,66,64,2543,165,9,75,60,70,80,60
K. Grant,Karlan Ahearne-Grant,"LM, ST, CAM, LW",71,71,2000000,22000,27,10,2026,England,,Right,1,82,71,71,63,69,33,2544,247,13,70,65,55,70,45
B. Aguilera,Brandon Aguilera Zamora,"CM, CAM, CDM",69,79,3100000,6000,22,10,2027,Costa Rica,,Left,1,71,63,71,68,66,57,2545,220,12,65,70,50,70,45
Joshuando Sá,Joshua Eduardo Sá Madeira,"LB, CB, LM",75,75,4900000,18000,29,6,2028,Brazil,,Left,1,73,44,65,64,74,75,2546,158,9,75,65,70,75,60
Robert Navarro,Robert Navarro Muñoz,"RM, LM, RW",74,82,9500000,28000,23,23,2030,Spain,,Right,1,74,69,77,70,63,34,2547,22,2,70,70,65,70,45
Sergio Camello,Sergio Camello Pérez,ST,73,77,4400000,18000,24,10,2027,Spain,,Right,1,70,73,74,68,63,33,2548,33,2,60,65,55,65,60
Y. Namli,Younes Namliيونس نملي,"RM, CAM, RW",71,71,1600000,11000,31,21,2026,Denmark,,Left,1,68,65,74,70,60,44,2549,82,5,75,55,60,80,55
Pau Víctor,Pau Víctor Delgado,"ST, RW, RM",70,79,3600000,8000,23,18,2030,Spain,,Right,1,71,69,70,62,65,48,2550,212,12,60,70,55,70,55
Chissumba,Francisco Edgar Chissumba Rodrigues,"LB, LM",70,80,3300000,6000,20,55,2026,Portugal,,Left,1,81,44,70,66,70,63,2551,207,12,65,65,60,65,50
J. James,Jordan Anthony James,"CM, CDM",69,80,3000000,10000,20,6,2026,Wales,17,Right,1,62,66,68,66,68,62,2552,233,13,60,70,45,70,45
I. Miramón,Juan Ignacio Miramon,"CDM, CM",69,79,3000000,12000,22,14,2025,Argentina,,Right,1,66,57,68,62,72,66,2553,256,99,65,70,50,70,45
A. Avom Ebong,Arthur Avom Ebong,CM,71,81,4099999,10000,20,62,2026,Cameroon,,Right,1,70,54,74,66,68,64,2554,85,5,60,65,45,65,45
Juliano Mascarinhas,Juliano Wagner Mascarinhas Concp.,"CDM, CM",73,73,2600000,21000,29,4,2028,Brazil,,Right,1,63,53,64,65,75,73,2555,159,9,70,60,55,80,55
M. Fofana,Malick Martin Fofana,"LM, LW",78,86,31000000,17000,20,11,2028,Belgium,,Right,1,86,69,82,70,48,40,2556,86,5,65,80,60,70,50
A. Camara,Adama Mohamed Camara,"CM, CDM, RB",71,71,1900000,29000,28,17,2027,France,,Right,1,61,65,71,67,57,66,2557,92,5,75,60,70,80,60
M. de Wit,Mees De Wit,LB,69,70,1500000,10000,27,34,2029,Netherlands,,Left,1,74,52,68,66,73,62,2558,98,6,75,60,70,65,50
Hevertton,Hevertton Ciriaco Santos,"RM, RB",68,74,1900000,14000,24,20,2026,Brazil,,Right,1,79,57,68,64,71,62,2559,216,12,70,65,65,65,50
J. Shackleton,Jamie Stuart Shackleton,"RB, CM, CDM, RM",69,73,1800000,24000,25,16,2027,England,,Right,1,78,49,72,65,68,64,2560,241,13,75,65,70,70,50
N. Devlin,Nicholas Devlin,"RB, RM",69,69,1000000,5000,31,2,2027,Scotland,,Right,1,79,53,64,59,79,63,2561,115,7,80,50,75,75,55
D. Geiger,Dennis Geiger,"CDM, CM",73,75,3300000,25000,27,8,2027,Germany,,Right,1,55,53,78,75,58,64,2562,51,3,70,60,55,65,45
Choi Jun,Jun Choi최준,"RB, CDM, CM, RM",69,70,1500000,5000,26,16,2029,Korea Republic,,Right,1,82,50,68,62,75,63,2563,275,99,75,60,70,65,50
S. Pérez,Sebastián Pérez Cardona,"CDM, CM",71,71,1200000,7000,32,42,2027,Colombia,,Right,1,66,62,68,63,71,65,2564,213,12,75,50,60,75,65
V. Edvardsen,Victor Kaj Edvardsen,"ST, CAM, CM",72,72,2300000,11000,29,16,2028,Sweden,,Right,1,85,71,70,66,77,28,2565,102,6,70,65,55,85,55
W. Gnonto,Degnand Wilfried Gnonto,"RM, LM, RW",74,83,9500000,33000,21,29,2028,Italy,,Right,1,88,72,79,65,67,31,2566,11,1,55,70,50,70,55
Y. Yeboah,Yaw Yeboah,"LM, LW",67,67,1000000,4000,28,20,2027,Ghana,,Right,1,87,61,69,59,59,58,2567,140,8,70,60,55,80,55
O. Gloukh,Oscar Gloukh,"CAM, LW, CM",76,85,17000000,14000,21,10,2030,Israel,,Right,1,82,70,82,71,48,36,2568,97,6,60,75,45,65,45
B. Bye,Brandon Scott Bye,"RB, RM",70,70,1400000,6000,29,15,2025,United States,,Right,1,76,58,65,61,72,66,2569,143,8,75,55,70,75,60
O. Antman,Oliver Antman,"RM, LM, RW",75,81,9000000,40000,23,18,2029,Finland,7,Right,1,83,65,73,73,63,37,2570,125,7,70,75,65,65,35
M. Meerdink,Mexx Meerdink,ST,73,83,7000000,13000,21,35,2030,Netherlands,,Left,1,71,72,73,58,80,33,2571,98,6,55,65,50,65,55
D. Rots,Daan Rots,"RM, RW",74,80,6500000,13000,23,11,2027,Netherlands,,Left,1,80,65,75,71,59,39,2572,112,6,70,65,65,65,45
H. Pickering,Harry Leslie Pickering,"LB, LM, LW",69,70,1500000,14000,26,3,2027,England,,Left,1,73,52,66,64,72,64,2573,226,13,75,60,70,65,50
Enaldo Toxeto,Enaldo Charles Toxeto Reis,CB,73,73,550000,16000,37,5,2028,Brazil,,Left,1,67,54,64,58,75,73,2574,159,9,80,55,75,80,65
I. Sadiq,Ibrahim Sadiq,"RM, RW",72,75,3100000,14000,25,11,2028,Ghana,,Right,1,86,66,75,61,69,35,2575,98,6,70,60,55,65,45
B. Ojeda,Braian Óscar Ojeda Rodríguez,"CDM, CM",70,76,2200000,5000,25,6,2025,Paraguay,,Right,1,67,54,72,64,73,66,2576,149,8,70,60,55,65,45
M. Pack,Marlon Pack,"CDM, CB",67,67,350000,8000,34,7,2026,England,,Right,1,36,62,64,69,73,64,2577,238,13,80,50,75,75,65
Kelivelson,Kelivelson Vaz Laranjeiras,"CDM, RB, RM, CM",72,72,2000000,18000,29,8,2028,Brazil,,Right,1,70,47,62,66,74,72,2578,161,9,75,60,70,80,60
J. Auer,Jonas Antonius Auer,"LB, LM",67,70,1300000,6000,24,23,2027,Austria,,Left,1,77,55,58,63,73,62,2579,251,99,70,65,65,65,50
R. Königsdörffer,Ransford Yeboah Königsdörffer,"ST, CAM, RW, CM",71,77,3000000,15000,23,11,2026,Ghana,7,Right,1,81,69,74,64,64,42,2580,49,3,65,65,50,65,45
Kim Jin Su,Jin-su Kim김진수 金珍洙,"LB, LM",69,69,725000,5000,33,22,2030,Korea Republic,,Left,1,77,45,64,62,74,63,2581,275,99,80,50,75,75,65
Alan,Alan de Souza Guimarães,"CAM, CM",74,79,6000000,11000,25,11,2026,Brazil,,Right,1,76,65,78,71,47,50,2582,217,12,70,60,55,65,45
Oh Hyeon Gyu,Hyeon-gyu Oh오현규,ST,71,77,3000000,15000,24,9,2028,Korea Republic,,Right,1,78,71,67,54,80,43,2583,257,99,60,65,55,65,60
F. Krätzig,Frans Krätzig,"LB, LM",71,78,3600000,11000,22,13,2027,Germany,,Left,1,71,59,73,68,56,67,2584,250,99,70,65,65,65,45
M. Seidl,Matthias Seidl,"CAM, CM",71,77,3000000,11000,24,18,2027,Austria,,Right,1,68,69,71,69,68,39,2585,251,99,65,65,50,65,50
S. Moore,Shaquell Kwame Moore,"RB, RM",69,69,1300000,5000,28,18,2025,United States,,Right,1,79,56,66,60,74,62,2586,136,8,75,60,70,80,60
C. Protesoni,Carlos Nahuel Benavidez Protesoni,"CDM, CM",73,76,3500000,21000,27,23,2026,Uruguay,,Right,1,65,49,69,66,71,73,2587,21,2,70,60,55,65,45
Sanaldo Caiado,Sanaldo Dilson Caiado Dutra,"CAM, CM",70,70,1000000,9000,33,7,2028,Brazil,,Right,1,71,70,73,68,57,40,2588,169,9,75,55,60,80,65
C. Humphreys,Cameron Humphreys,"CM, CAM, CDM",67,78,2300000,16000,21,30,2026,England,,Left,1,67,62,68,66,64,60,2589,232,13,60,70,45,70,45
F. Hanin,Florent Olivier Sylvain Hanin,"LB, LM",72,72,725000,9000,35,26,2026,France,,Left,1,73,44,68,66,72,69,2590,79,5,80,55,75,80,65
Bryan Zaragoza,Bryan Zaragoza Martínez,"LM, LW, RM",77,83,16500000,45000,23,15,2026,Spain,,Right,1,82,72,82,72,44,30,2591,25,2,70,80,65,70,35
E. Williamson,Eryk Tyrek Williamson,CM,67,67,1000000,4000,28,19,2025,United States,,Right,1,70,58,69,65,70,63,2592,129,8,70,55,55,75,55
E. Muçi,Ernest Muçi,"LM, CAM, LW",75,80,8500000,29000,24,10,2026,Albania,,Right,1,78,72,77,73,54,28,2593,206,11,65,75,50,65,50
M. Lacroix,Guy Maxence Lacroix,CB,79,82,20500000,76000,25,5,2029,France,,Right,2,88,40,67,57,82,80,2594,8,1,75,80,75,75,50
E. Karaca,Efecan Karaca,"CAM, RM, ST, CM",72,72,950000,9000,35,7,2026,Türkiye,,Right,1,79,64,76,71,48,44,2595,189,11,75,50,60,75,65
T. Booth,Taylor Anthony Booth,"RM, CAM, LM, RW",70,76,2500000,9000,24,8,2028,United States,,Right,1,79,64,71,66,55,53,2596,112,6,65,65,50,65,50
R. Fraser,Ryan Fraser,"LM, LW, RM",70,70,1300000,31000,31,26,2026,Scotland,,Right,1,71,68,74,69,46,48,2597,243,13,80,55,75,80,55
M. Barrios,Martín Barrios Santos,"CM, CDM, CAM",69,72,1800000,10000,26,16,2027,Uruguay,,Right,1,61,63,67,68,66,63,2598,254,99,70,60,55,65,45
M. Usor,Moses Usor,"RM, LM, RW",70,77,3200000,9000,23,8,2028,Nigeria,,Left,1,90,65,72,64,67,38,2599,249,99,65,65,50,65,45
N. Clyne,Nathaniel Edwin Clyne,"RB, CB, RM",70,70,575000,39000,34,17,2026,England,,Right,1,60,60,69,65,56,72,2600,8,1,80,60,75,85,65
J. Breum,Jakob Breum Martinsen,"CAM, LM, CM",74,82,9500000,9000,21,7,2027,Denmark,,Right,1,70,72,76,72,63,38,2601,102,6,60,75,45,75,45
C. Summerville,Crysencio Jilbert Sylverio Summerville,"LM, LW",76,84,16500000,49000,23,7,2029,Netherlands,,Right,1,89,71,80,67,54,35,2602,19,1,65,80,50,70,45
C. Rigg,Christopher John Rigg,"CAM, CM",70,84,3700000,20000,18,11,2030,England,,Left,1,68,61,72,68,61,60,2603,17,1,60,75,45,75,45
B. Lyons,Brad Joseph Lyons,"CM, RB, CB, CDM",65,65,725000,3000,28,8,2026,Northern Ireland,,Right,1,70,60,62,59,72,65,2604,122,7,75,55,70,75,60
J. de Guzmán,Jonathan Alexander de Guzmán,"CM, CDM",66,66,275000,3000,37,23,2026,Netherlands,,Right,1,47,67,69,70,59,55,2605,110,6,75,50,60,75,65
B. Brobbey,Brian Ebenezer Adjei Brobbey,ST,77,83,17000000,52000,23,9,2030,Netherlands,,Right,1,84,73,72,56,80,30,2606,17,1,60,85,55,75,55
J. Willems,Jetro Danovich Sexer Willems,"CB, LB, LM",66,66,575000,4000,31,15,2026,Netherlands,,Left,1,57,62,60,66,71,65,2607,107,6,80,55,75,80,55
J. Matete,Jay Matete,"CM, CDM",64,69,875000,12000,24,48,2026,England,,Right,1,73,55,70,61,67,62,2608,17,1,65,75,50,75,50
R. Civelek,Ramazan Civelek,"RM, RB, LM",67,67,1000000,7000,29,28,2027,Türkiye,,Right,1,74,58,68,65,61,62,2609,202,11,75,60,70,80,60
O. Ejaria,Oviemuno Dominic Ejaria,"CM, LM, CAM",67,68,1200000,13000,27,14,2027,England,,Right,1,57,60,74,66,60,63,2610,36,2,70,65,55,70,45
B. Kuipers,Bas Edo Kuipers,"LB, LM",70,70,1400000,10000,30,5,2028,Netherlands,,Left,1,67,44,67,64,75,67,2611,112,6,80,55,75,75,55
Bryan Gil,Bryan Gil Salvatierra,"LM, LW, RM",78,82,20000000,29000,24,21,2030,Spain,,Left,1,84,70,81,75,45,31,2612,29,2,65,80,50,70,50
Kiki,Christian Neiva Afonso,"LB, LM",70,70,1400000,5000,30,24,2026,Portugal,,Left,1,84,48,62,61,68,66,2613,209,12,80,55,75,75,55
L. Leroy,Léo Patrick Pierre Leroy,"CDM, CM",71,76,2500000,14000,25,22,2028,France,,Right,1,52,60,71,71,66,65,2614,262,99,70,65,55,70,45
B. Stambouli,Benjamin Fernand Lucien Francois Stambouli,"CDM, CM",73,73,1000000,13000,34,21,2026,France,,Right,1,46,58,70,66,70,71,2615,88,5,75,55,60,80,65
T. Barry,Thierno Barry,ST,77,85,24000000,38000,22,11,2029,France,,Right,1,80,75,75,65,73,25,2616,9,1,60,80,55,70,55
L. Burcu,Livan Baha Burcu,"LM, LW, RW",70,78,3500000,14000,20,9,2030,Türkiye,,Right,1,78,64,73,66,59,52,2617,44,3,65,75,60,75,50
A. Di Pardo,Alessandro Di Pardo,"RM, RB",67,68,1200000,5000,25,18,2026,Italy,,Right,1,75,54,68,64,62,63,2618,61,4,75,60,70,65,50
S. Resink,Stije Resink,"CDM, CM, CB",69,80,3000000,6000,22,6,2028,Netherlands,,Right,1,69,58,67,66,71,63,2619,103,6,70,65,65,65,45
A. Lundkvist,Adam Stefan Lundqvist,"LB, LM",68,68,875000,4000,31,21,2026,Sweden,,Left,1,67,52,63,64,64,64,2620,277,99,80,50,75,75,55
Joel Silva,Joel Filipe Organista da Silva,"CM, CDM, LM",70,76,2500000,5000,22,26,2029,Portugal,,Right,1,75,62,70,64,70,61,2621,218,12,65,65,50,65,45
T. Tillman,Timothy Justin Tillman,"CM, CAM, LW",71,74,2400000,6000,26,11,2025,United States,,Right,1,75,59,76,68,70,56,2622,140,8,70,65,55,70,45
M. Ștefănescu,Marius Ștefănescu,"RW, LW, RM",67,67,1100000,8000,26,11,2028,Romania,,Left,1,82,62,69,62,59,52,2623,203,11,70,60,55,65,45
J. Tarkowski,James Alan Tarkowski,CB,80,80,13500000,50000,32,6,2026,England,,Right,1,45,47,59,64,82,81,2624,9,1,80,70,75,80,65
C. Larin,Cyle Christopher Larin,ST,77,77,10500000,35000,30,10,2026,Canada,,Right,1,70,77,71,68,78,28,2625,100,6,70,70,65,80,65
Bruno Lourenço,Bruno Miguel Ponces Lourenço,"RM, CAM, CM, RW",70,70,1700000,5000,27,17,2026,Portugal,,Left,1,75,66,70,69,64,46,2626,209,12,70,60,55,65,45
Pedro Santos,Pedro Carvalho Santos,"CM, CAM, CDM",68,75,2400000,4000,24,89,2028,Portugal,,Right,1,73,56,69,66,59,65,2627,208,12,65,65,50,65,50
Lucas Ahijado,Lucas Ahijado Quintana,"RB, LB, RM",67,67,875000,13000,30,24,2026,Spain,,Right,1,73,58,65,62,65,62,2628,36,2,80,60,75,80,55
Y. Valery,Yan Valeryيان فاليري,"RB, CB, LB, RM",71,74,2300000,8000,26,7,2027,Tunisia,,Right,1,62,52,68,63,74,70,2629,242,13,75,60,70,65,50
E. Giménez,Enzo Daniel Giménez Rojas,"RB, CDM, RM",66,66,825000,6000,27,16,2025,Paraguay,,Right,1,78,57,66,65,62,58,2630,253,99,75,60,70,65,50
J. Gittens,Jamie Jermaine Bynoe-Gittens,"LM, LW",78,85,28000000,73000,20,11,2032,England,,Right,1,92,73,84,66,59,27,2631,7,1,65,85,60,75,50
N. Byrne,Nathan William Byrne,"RB, LB, LM",69,69,725000,5000,33,14,2026,England,,Right,1,78,50,69,66,71,64,2632,129,8,80,50,75,75,65
M. Pašalić,Marco Pašalić,"RM, RW, CAM",71,74,2600000,5000,24,87,2027,Croatia,,Left,1,76,72,75,67,56,35,2633,146,8,65,70,50,70,50
R. Strain,Ryan Strain,"RB, RM",68,68,1100000,4000,28,2,2026,Australia,,Right,1,78,50,66,63,73,61,2634,118,7,75,55,70,75,60
T. Douvikas,Anastasios DouvikasΑναστάσιος Δουβίκας,ST,73,76,4099999,58000,25,11,2029,Greece,,Right,1,79,72,73,62,70,34,2635,62,4,65,65,60,70,60
J. Solís,Jhon Elmer Solís Romero,"CDM, CM",71,81,3900000,13000,20,22,2028,Colombia,,Right,1,60,62,66,64,75,68,2636,29,2,60,70,45,70,45
É. Michut,Edouard Oscar Michut,"CDM, CM, RM",68,75,2300000,4000,22,20,2027,France,,Right,1,64,59,73,67,57,64,2637,101,6,65,65,50,65,45
C. Nadje,Chris-Kévin Nadje,"CM, CAM",68,75,2400000,7000,23,18,2026,Côte d'Ivoire,,Right,1,76,54,68,63,79,64,2638,99,6,65,75,50,75,45
M. Peart-Harris,Myles Spencer Peart-Harris,"RM, LM, RW",67,75,2300000,21000,22,25,2026,England,,Right,1,69,61,66,64,71,57,2639,4,1,70,70,65,70,45
E. Destan,Enis Destan,ST,68,77,2700000,15000,23,39,2028,Türkiye,,Right,1,68,67,65,62,70,48,2640,231,13,60,65,55,65,55
W. Hoedt,Wesley Theodorus Hoedt,CB,74,74,2900000,26000,31,4,2030,Netherlands,,Left,1,53,46,61,71,75,74,2641,185,10,80,50,75,75,55
T. Galletto,Tiago Galletto López,"CDM, CM, CB",66,76,1800000,2000,23,19,2028,Uruguay,,Right,1,68,61,63,64,69,67,2642,209,12,70,65,65,65,45
A. Barry,Abubakr Barry,"CM, CDM",68,72,1700000,6000,24,5,2026,Gambia,,Right,1,66,62,69,63,75,65,2643,252,99,65,65,50,65,50
T. Ballo,Thierno Mamadou Lamarana Ballo,"LM, LW, ST",73,79,4800000,12000,23,7,2026,Austria,,Right,1,87,65,75,64,49,50,2644,235,13,60,65,55,65,55
L. Ayling,Luke David Ayling,"RB, CB, RM",71,71,975000,22000,33,12,2026,England,,Right,1,53,58,69,64,71,72,2645,234,13,80,55,75,80,65
M. Boadu,Myron Boadu,ST,74,79,6500000,18000,24,21,2026,Netherlands,,Right,1,78,74,77,61,67,28,2646,109,6,60,70,55,70,60
J. Obita,Jordan John Obita,"LB, LM",65,65,525000,3000,31,21,2027,Uganda,,Left,1,66,57,62,64,71,61,2647,121,7,80,50,75,75,55
W. Saïd,Wesley Saïd,ST,74,74,4099999,25000,30,22,2026,France,,Right,1,73,75,78,67,58,30,2648,83,5,70,60,65,80,65
M. Kjølø,Mathias Ullereng Kjølø,"CDM, CM",71,76,2600000,9000,24,4,2027,Norway,,Right,1,50,57,68,68,68,65,2649,112,6,65,65,50,65,50
R. Gagliardini,Roberto Gagliardini,"CDM, CM",72,72,1600000,10000,31,63,2026,Italy,,Right,1,39,61,68,70,63,71,2650,66,4,75,50,60,75,55
N. Lima,Nicholas Lima,"RB, LB, RM",66,66,725000,3000,30,24,2026,United States,,Right,1,78,58,66,60,72,61,2651,152,8,80,55,75,75,55
É. Bocat,Eric-Junior Bocat,"LB, LM",69,72,1700000,16000,25,17,2028,France,,Left,1,78,52,68,65,67,62,2652,244,13,75,60,70,65,50
S. Beukema,Sam Beukema,CB,78,81,16500000,78000,26,31,2030,Netherlands,,Right,1,49,55,62,61,76,80,2653,72,4,75,75,70,70,50
Rafael Brito,Rafael Alexandre de Sousa Gancho de Brito,"CM, CDM",66,75,1900000,3000,23,8,2026,Portugal,,Right,1,65,57,65,66,70,67,2654,213,12,65,65,50,65,45
N. Milenković,Nikola Milenković,CB,83,84,36500000,115000,27,31,2029,Serbia,,Right,3,57,46,62,63,86,84,2655,16,1,80,85,80,75,45
K. Sardella,Killian Sardella,"RB, LB, RM",72,81,5000000,17000,23,54,2028,Belgium,,Right,1,73,38,73,67,72,67,2656,260,99,70,70,65,70,45
M. Seuntjens,Mats Seuntjens,"LM, ST, CM, LW",67,67,625000,6000,33,20,2026,Netherlands,,Right,1,73,67,65,67,66,51,2657,103,6,75,50,60,75,65
Y. Belkhdim,Yassin Belkhdimياسين بلخديم,"CM, CDM",70,78,3500000,8000,23,14,2028,France,,Right,1,54,54,70,68,66,67,2658,79,5,65,70,50,70,45
M. Thiam,Mame Baba Thiam,"ST, LM, LW",75,75,4600000,20000,32,9,2026,Senegal,,Right,1,74,74,73,66,72,27,2659,193,11,70,60,65,75,75
E. Hysaj,Elseid Gëzim Hysaj,"LB, RB",72,72,1700000,22000,31,23,2026,Albania,,Right,1,71,51,71,66,66,71,2660,69,4,80,50,75,75,55
J. Lowe,Jamal Akua Lowe,"ST, LM, CAM, LW",70,70,1600000,8000,30,9,2026,Jamaica,,Right,1,84,69,72,60,69,40,2661,242,13,75,55,60,75,55
C. Ogilvie,Connor Stuart Ogilvie,"LB, CB, LM",69,69,1200000,10000,29,3,2026,England,,Left,1,70,46,63,61,78,65,2662,238,13,75,55,70,75,60
Panutche Camará,Panutche Amadu Pereira Camará,"CM, CAM",65,65,725000,3000,28,8,2026,Guinea-Bissau,,Right,1,83,60,67,60,72,62,2663,118,7,70,55,55,75,55
W. Cheddira,Walid Cheddira,ST,72,73,2700000,56000,27,9,2026,Morocco,,Right,1,79,72,67,64,75,41,2664,76,4,65,60,60,65,60
G. Dobson,George David Dobson,"CDM, CM, CAM",69,71,1500000,21000,27,15,2027,England,,Right,1,54,57,64,65,76,65,2665,248,13,70,60,55,65,45
N. Storm,Nikola Storm,"LM, LW, ST",74,74,4099999,14000,30,26,2027,Belgium,,Right,1,75,73,74,71,58,36,2666,190,11,70,60,65,80,65
M. Kennedy,Matthew Kennedy,"LM, RM, RB, LW",67,67,975000,4000,30,10,2026,Northern Ireland,,Right,1,85,59,70,63,61,50,2667,122,7,80,55,75,75,55
Alisson,Alisson Santana Lopes da Fonseca,"RW, CAM, LW, RM",70,80,3400000,10000,19,30,2029,Brazil,,Left,1,82,66,70,68,60,47,2668,282,99,60,65,45,65,45
D. Huseinbašić,Denis Huseinbašić,"CM, CDM, CAM",72,77,3500000,16000,23,8,2030,Bosnia and Herzegovina,,Right,1,67,62,73,65,71,64,2669,52,3,65,65,50,65,45
A. Cochrane,Alexander William Cochrane,"LB, CB",72,76,3000000,31000,25,20,2028,England,,Left,1,73,45,68,66,68,68,2670,225,13,75,65,70,70,50
Ever Sineiro,Ever Tomás Sineiro Parrela,"CAM, ST, LM, CM",68,68,1300000,7000,25,17,2028,Brazil,,Right,1,74,61,74,65,60,39,2671,169,9,70,65,55,70,45
E. Laird,Ethan Benjamin Laird,"RB, LB, RM",69,75,2100000,20000,23,2,2028,England,,Right,1,85,54,69,61,71,63,2672,225,13,70,70,65,70,45
B. Jatta,Bakery Jatta,"RW, RM",69,69,1500000,13000,27,18,2029,Gambia,,Right,1,79,67,67,66,74,46,2673,49,3,70,60,55,65,45
Danilo Veiga,Danilo Filipe de Melo Veiga,"RB, RM",69,78,3000000,6000,22,17,2027,Portugal,,Right,1,72,57,68,60,67,68,2674,70,4,70,65,65,65,45
W. Keane,William David Keane,"ST, CAM, CM",70,70,1300000,13000,32,7,2026,Republic of Ireland,,Right,1,61,70,69,62,75,47,2675,239,13,75,50,60,75,65
L. Patris,Louis Patris,"RM, RB",69,74,2100000,10000,24,27,2029,Belgium,,Right,1,75,59,69,64,71,67,2676,258,99,70,70,65,70,50
David Costas,David Costas Cordal,CB,72,72,1900000,22000,30,4,2026,Spain,,Right,1,69,46,67,63,75,71,2677,36,2,80,60,75,80,55
Daniel Podence,Daniel Castelo Podence,"RW, ST, CAM, RM",77,77,10500000,35000,29,56,2027,Portugal,,Right,1,82,66,83,71,51,33,2678,268,99,70,70,55,80,55
T. Bingöl,Tayfur Bingöl,"CM, RB, LB, CDM",65,65,550000,8000,32,75,2027,Türkiye,,Right,1,76,60,66,65,69,59,2679,205,11,80,50,75,75,65
A. Ahmed,Ali Ahmed,"CM, RM, LM, CAM",68,74,1900000,4000,24,22,2025,Canada,,Right,1,78,58,72,65,65,61,2680,156,8,65,65,50,65,50
C. Arcus,Carlens Jean Fedlaire Ruby Arcus,"RB, RM",71,71,1600000,10000,29,2,2026,Haiti,,Right,1,75,44,66,66,75,66,2681,79,5,75,60,70,80,60
Abde,Abdessamad Ezzalzouliعبد الصمد الزلزولي,"LM, LW",77,83,16500000,25000,23,10,2029,Morocco,16,Right,1,87,69,81,70,63,29,2682,34,2,65,75,50,65,45
Vágner Norteiro,Vágner Nilson Norteiro Brito,"RB, RM",69,69,1200000,7000,29,14,2028,Brazil,,Right,1,76,55,71,66,45,64,2683,170,9,75,55,70,75,60
A. Brown,Archibald Norman Brown,"LB, LM",71,76,2600000,24000,23,33,2028,England,,Left,1,85,48,71,65,79,62,2684,195,11,70,70,65,70,45
J. Barinaga,Juan Ignacio Barinaga,"RB, RM",71,78,3600000,10000,24,24,2028,Argentina,,Right,1,71,48,65,64,71,68,2685,256,99,70,70,65,70,50
E. Cobbaut,Elias Cobbaut,CB,73,76,3500000,18000,27,33,2028,Belgium,,Left,1,68,41,68,69,78,71,2686,279,99,75,65,70,70,50
Antonio Blanco,Antonio Blanco Conde,"CDM, CM",74,81,8000000,20000,24,8,2027,Spain,,Right,1,46,59,67,72,62,70,2687,21,2,65,65,50,65,50
H. Roberts,Hayden Roberts,"LB, CB",69,75,2100000,15000,23,24,2026,England,,Left,1,71,47,66,64,70,65,2688,227,13,70,65,65,65,45
T. Okou,Teddy Léo Junior Okou,"RW, RM, ST",70,70,1700000,11000,27,10,2026,France,,Left,1,90,68,73,60,64,31,2689,184,10,65,60,60,65,60
B. Miovski,Bojan MiovskiБојан Миовски,ST,72,75,3100000,38000,26,28,2029,North Macedonia,,Left,1,73,72,71,62,72,29,2690,125,7,65,60,60,65,60
J. Dunne,James Gerard Dunne,"RB, CB",73,74,3200000,26000,27,3,2028,Republic of Ireland,12,Right,1,64,46,67,64,80,73,2691,240,13,75,60,70,65,50
G. Isaksen,Gustav Tang Isaksen,"RM, RW",76,79,10000000,26000,24,18,2028,Denmark,8,Left,1,88,72,78,67,48,40,2692,69,4,60,75,55,65,60
M. Frøkjær,Mads Frøkjær-Jensen,"CAM, CM",72,75,3100000,14000,25,10,2027,Denmark,,Right,1,62,66,74,70,64,48,2693,239,13,70,60,55,65,45
S. Boufal,Sofiane Boufalسفيان بوفال,"CAM, LM, ST, CM",74,74,3500000,21000,31,23,2026,Morocco,,Right,1,74,69,79,71,58,29,2694,258,99,75,55,60,80,55
O. Yatsyk,Oleksandr YatsykЯцик Олександр Олександрович,CM,69,77,3100000,10000,22,5,2026,Ukraine,,Right,1,66,57,72,65,65,63,2695,281,99,65,65,50,65,45
A. Samatta,Mbwana Ally Samatta,ST,72,72,1900000,13000,32,70,2026,Tanzania,,Right,1,75,70,68,62,73,37,2696,82,5,70,55,65,80,75
Albertinho Dutra,Alberto Marcelo Dutra Cirino,"LW, LM",78,78,14000000,33000,29,7,2028,Brazil,,Left,1,81,72,80,81,50,23,2697,168,9,70,65,55,75,55
J. Morris,Jordan Perry Morris,"ST, LM, LW",72,72,2300000,8000,30,13,2027,United States,,Right,1,79,69,67,61,80,38,2698,153,8,70,60,65,80,65
G. Piccinini,Gabriele Piccinini,CM,68,75,2400000,5000,24,36,2026,Italy,,Right,1,65,58,69,67,70,61,2699,74,4,65,65,50,65,50
M. Benson,Benson Manuel Hedilazio,"RM, RW",73,73,3100000,42000,28,21,2026,Angola,,Left,1,82,70,78,69,44,35,2700,245,13,70,55,55,75,55
